1000 0.003000 0.001000 0.002000 0.000000 0.000000 0.000000 0.000000 0.000000
2000 0.011000 0.005000 0.008000 0.000000 0.000000 0.000000 0.001000 0.000000
4000 0.064000 0.025000 0.034000 0.001000 0.001000 0.000000 0.001000 0.000000
8000 0.195000 0.104000 0.116000 0.001000 0.002000 0.001000 0.001000 0.000000
16000 0.614000 0.334000 0.402000 0.002000 0.003000 0.002000 0.001000 0.000000
32000 2.443000 1.422000 1.717000 0.003000 0.007000 0.005000 0.003000 0.000000
64000 9.959000 5.607000 7.050000 0.008000 0.013000 0.008000 0.005000 0.000000
